1,0,27,0,729,0,-163224,0
0,1,0,26,0,676,0,214304
1,0,31,0,961,0,-39633,0
1,0,28,0,784,0,-144460,0
0,1,0,28,0,784,0,-104083
1,0,0,26,0,676,0,-86922
0,1,0,28,0,784,0,137749
1,0,0,26,0,676,0,-308380
1,0,34,0,1156,0,-192857,0
1,0,27,0,729,0,-31429,0
0,1,0,26,0,676,0,310847
0,1,0,33,0,1089,0,-39468
0,1,0,27,0,729,0,75723
1,0,26,0,676,0,-165089,0
0,1,0,31,0,961,0,-60591
0,1,0,29,0,841,0,78167
1,0,26,0,676,0,-263477,0
1,0,34,0,1156,0,-103448,0
1,0,26,0,676,0,23747,0
1,0,27,0,729,0,-112101,0
1,0,27,0,729,0,102895,0
0,1,0,26,0,676,0,36444
1,0,26,0,676,0,-52012,0
